COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,VACCINES_USED
Monaco,MCO,EURO,OWID,9/16/2021 0:00,49980,26672,127.357,67.965,23308,59.393,,1,Pfizer BioNTech - Comirnaty
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,AstraZeneca - Vaxzevria
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Gamaleya - Sputnik V
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Moderna - mRNA-1273
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,Pfizer BioNTech - Comirnaty
Mongolia,MNG,WPRO,REPORTING,9/10/2021 0:00,4545348,2245997,138.65,68.511,2112809,64.449,2/23/2021 0:00,6,SII - Covishield
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,AstraZeneca - AZD1222
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Pfizer BioNTech - Comirnaty
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Beijing CNBG - Inactivated
Montenegro,MNE,EURO,OWID,9/21/2021 0:00,436177,231526,69.448,36.864,204651,32.585,,4,Gamaleya - Sputnik V
Montserrat,MSR,AMRO,REPORTING,9/17/2021 0:00,2856,1472,57.131,29.446,1384,27.686,2/8/2021 0:00,1,AstraZeneca - Vaxzevria
Morocco,MAR,EMRO,REPORTING,9/20/2021 0:00,38811965,21221268,105.151,57.494,17590697,47.658,1/28/2021 0:00,5,AstraZeneca - Vaxzevria
Morocco,MAR,EMRO,REPORTING,9/20/2021 0:00,38811965,21221268,105.151,57.494,17590697,47.658,1/28/2021 0:00,5,Beijing CNBG - BBIBP-CorV
Morocco,MAR,EMRO,REPORTING,9/20/2021 0:00,38811965,21221268,105.151,57.494,17590697,47.658,1/28/2021 0:00,5,Gamaleya - Sputnik V
Morocco,MAR,EMRO,REPORTING,9/20/2021 0:00,38811965,21221268,105.151,57.494,17590697,47.658,1/28/2021 0:00,5,Janssen - Ad26.COV 2.5
Morocco,MAR,EMRO,REPORTING,9/20/2021 0:00,38811965,21221268,105.151,57.494,17590697,47.658,1/28/2021 0:00,5,Pfizer BioNTech - Comirnaty
Mozambique,MOZ,AFRO,REPORTING,9/14/2021 0:00,3644423,1903730,11.66,6.091,1740693,5.569,3/8/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Mozambique,MOZ,AFRO,REPORTING,9/14/2021 0:00,3644423,1903730,11.66,6.091,1740693,5.569,3/8/2021 0:00,2,SII - Covishield
Myanmar,MMR,SEARO,REPORTING,9/18/2021 0:00,9001616,5530365,16.544,10.164,3471251,6.38,1/27/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Myanmar,MMR,SEARO,REPORTING,9/18/2021 0:00,9001616,5530365,16.544,10.164,3471251,6.38,1/27/2021 0:00,2,SII - Covishield
Namibia,NAM,AFRO,REPORTING,9/17/2021 0:00,297066,238724,11.691,9.395,150611,5.927,3/19/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Namibia,NAM,AFRO,REPORTING,9/17/2021 0:00,297066,238724,11.691,9.395,150611,5.927,3/19/2021 0:00,2,SII - Covishield
Nauru,NRU,WPRO,REPORTING,8/20/2021 0:00,14790,7612,136.515,70.26,7178,66.254,4/9/2021 0:00,2,AstraZeneca - Vaxzevria
Nauru,NRU,WPRO,REPORTING,8/20/2021 0:00,14790,7612,136.515,70.26,7178,66.254,4/9/2021 0:00,2,SII - Covishield
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,AstraZeneca - Vaxzevria
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,Beijing CNBG - BBIBP-CorV
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,Bharat - Covaxin
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,Gamaleya - Sputnik V
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,Janssen - Ad26.COV 2.5
Nepal,NPL,SEARO,REPORTING,9/20/2021 0:00,11804373,6215856,40.514,21.333,5588517,19.18,1/27/2021 0:00,6,SII - Covishield
Netherlands,NLD,EURO,OWID,9/19/2021 0:00,22253571,12095510,127.838,69.484,10959301,62.957,,4,Janssen - Ad26.COV 2.5
Netherlands,NLD,EURO,OWID,9/19/2021 0:00,22253571,12095510,127.838,69.484,10959301,62.957,,4,Moderna - mRNA-1273
Netherlands,NLD,EURO,OWID,9/19/2021 0:00,22253571,12095510,127.838,69.484,10959301,62.957,,4,AstraZeneca - AZD1222
Netherlands,NLD,EURO,OWID,9/19/2021 0:00,22253571,12095510,127.838,69.484,10959301,62.957,,4,Pfizer BioNTech - Comirnaty
New Caledonia,NCL,WPRO,REPORTING,9/11/2021 0:00,175794,100429,61.575,35.177,75365,26.398,1/20/2021 0:00,1,Pfizer BioNTech - Comirnaty
New Zealand,NZL,WPRO,REPORTING,9/10/2021 0:00,4229686,2803535,87.712,58.138,1426151,29.574,2/19/2021 0:00,4,AstraZeneca - Vaxzevria
New Zealand,NZL,WPRO,REPORTING,9/10/2021 0:00,4229686,2803535,87.712,58.138,1426151,29.574,2/19/2021 0:00,4,Janssen - Ad26.COV 2.5
New Zealand,NZL,WPRO,REPORTING,9/10/2021 0:00,4229686,2803535,87.712,58.138,1426151,29.574,2/19/2021 0:00,4,Novavax - Covavax
New Zealand,NZL,WPRO,REPORTING,9/10/2021 0:00,4229686,2803535,87.712,58.138,1426151,29.574,2/19/2021 0:00,4,Pfizer BioNTech - Comirnaty
Nicaragua,NIC,AMRO,REPORTING,9/17/2021 0:00,769105,490472,11.61,7.404,278633,4.206,3/2/2021 0:00,3,AstraZeneca - Vaxzevria
Nicaragua,NIC,AMRO,REPORTING,9/17/2021 0:00,769105,490472,11.61,7.404,278633,4.206,3/2/2021 0:00,3,Gamaleya - Sputnik V
Nicaragua,NIC,AMRO,REPORTING,9/17/2021 0:00,769105,490472,11.61,7.404,278633,4.206,3/2/2021 0:00,3,SII - Covishield
Niger,NER,AFRO,REPORTING,9/22/2021 0:00,512294,405918,2.116,1.677,106376,0.439,3/29/2021 0:00,2,Beijing CNBG - BBIBP-CorV
Niger,NER,AFRO,REPORTING,9/22/2021 0:00,512294,405918,2.116,1.677,106376,0.439,3/29/2021 0:00,2,SII - Covishield
Nigeria,NGA,AFRO,REPORTING,9/19/2021 0:00,6186647,4415507,3.001,2.142,1771140,0.859,3/5/2021 0:00,1,SII - Covishield
Niue,NIU,WPRO,REPORTING,8/2/2021 0:00,2352,1202,145.365,74.289,1150,71.075,6/8/2021 0:00,1,Pfizer BioNTech - Comirnaty
North Macedonia,MKD,EURO,OWID,9/21/2021 0:00,1465229,774423,70.329,37.171,690806,33.158,,5,AstraZeneca - AZD1222
North Macedonia,MKD,EURO,OWID,9/21/2021 0:00,1465229,774423,70.329,37.171,690806,33.158,,5,Pfizer BioNTech - Comirnaty
North Macedonia,MKD,EURO,OWID,9/21/2021 0:00,1465229,774423,70.329,37.171,690806,33.158,,5,Beijing CNBG - Inactivated
North Macedonia,MKD,EURO,OWID,9/21/2021 0:00,1465229,774423,70.329,37.171,690806,33.158,,5,Sinovac - CoronaVac
North Macedonia,MKD,EURO,OWID,9/21/2021 0:00,1465229,774423,70.329,37.171,690806,33.158,,5,Gamaleya - Sputnik V
Northern Mariana Islands (Commonwealth of the),MNP,WPRO,REPORTING,9/10/2021 0:00,68474,35268,118.967,61.275,33978,59.034,12/19/2020 0:00,3,Janssen - Ad26.COV 2.5
Northern Mariana Islands (Commonwealth of the),MNP,WPRO,REPORTING,9/10/2021 0:00,68474,35268,118.967,61.275,33978,59.034,12/19/2020 0:00,3,Moderna - mRNA-1273
Northern Mariana Islands (Commonwealth of the),MNP,WPRO,REPORTING,9/10/2021 0:00,68474,35268,118.967,61.275,33978,59.034,12/19/2020 0:00,3,Pfizer BioNTech - Comirnaty
Norway,NOR,EURO,OWID,9/21/2021 0:00,7658562,4089598,142.682,76.191,3568964,66.491,,2,Moderna - mRNA-1273
Norway,NOR,EURO,OWID,9/21/2021 0:00,7658562,4089598,142.682,76.191,3568964,66.491,,2,Pfizer BioNTech - Comirnaty
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,AstraZeneca - Vaxzevria
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Beijing CNBG - BBIBP-CorV
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Gamaleya - Sputnik V
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Janssen - Ad26.COV 2.5
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Moderna - mRNA-1273
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Pfizer BioNTech - Comirnaty
occupied Palestinian territory,PSE,EMRO,REPORTING,9/6/2021 0:00,1206277,741385,23.646,14.533,464892,9.113,2/2/2021 0:00,7,Sinovac - CoronaVac
Oman,OMN,EMRO,REPORTING,9/20/2021 0:00,4636486,2810262,90.794,55.032,1826224,35.762,12/29/2020 0:00,5,AstraZeneca - Vaxzevria
Oman,OMN,EMRO,REPORTING,9/20/2021 0:00,4636486,2810262,90.794,55.032,1826224,35.762,12/29/2020 0:00,5,Gamaleya - Sputnik V
Oman,OMN,EMRO,REPORTING,9/20/2021 0:00,4636486,2810262,90.794,55.032,1826224,35.762,12/29/2020 0:00,5,Pfizer BioNTech - Comirnaty
Oman,OMN,EMRO,REPORTING,9/20/2021 0:00,4636486,2810262,90.794,55.032,1826224,35.762,12/29/2020 0:00,5,SII - Covishield
Oman,OMN,EMRO,REPORTING,9/20/2021 0:00,4636486,2810262,90.794,55.032,1826224,35.762,12/29/2020 0:00,5,Sinovac - CoronaVac
Palau,PLW,WPRO,REPORTING,9/14/2021 0:00,29734,17177,164.349,94.943,14854,82.103,1/3/2021 0:00,3,Janssen - Ad26.COV 2.5
Palau,PLW,WPRO,REPORTING,9/14/2021 0:00,29734,17177,164.349,94.943,14854,82.103,1/3/2021 0:00,3,Moderna - mRNA-1273
Palau,PLW,WPRO,REPORTING,9/14/2021 0:00,29734,17177,164.349,94.943,14854,82.103,1/3/2021 0:00,3,Pfizer BioNTech - Comirnaty
Panama,PAN,AMRO,REPORTING,9/17/2021 0:00,5252959,2907280,121.744,67.38,2345679,54.364,1/20/2021 0:00,2,AstraZeneca - Vaxzevria
Panama,PAN,AMRO,REPORTING,9/17/2021 0:00,5252959,2907280,121.744,67.38,2345679,54.364,1/20/2021 0:00,2,Pfizer BioNTech - Comirnaty
Papua New Guinea,PNG,WPRO,REPORTING,9/13/2021 0:00,164776,119996,1.842,1.341,45074,0.504,3/30/2021 0:00,4,AstraZeneca - Vaxzevria
Papua New Guinea,PNG,WPRO,REPORTING,9/13/2021 0:00,164776,119996,1.842,1.341,45074,0.504,3/30/2021 0:00,4,Beijing CNBG - BBIBP-CorV
Papua New Guinea,PNG,WPRO,REPORTING,9/13/2021 0:00,164776,119996,1.842,1.341,45074,0.504,3/30/2021 0:00,4,Janssen - Ad26.COV 2.5
Papua New Guinea,PNG,WPRO,REPORTING,9/13/2021 0:00,164776,119996,1.842,1.341,45074,0.504,3/30/2021 0:00,4,SII - Covishield
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,AstraZeneca - Vaxzevria
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Beijing CNBG - BBIBP-CorV
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Bharat - Covaxin
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Gamaleya - Sputnik V
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Moderna - mRNA-1273
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Pfizer BioNTech - Comirnaty
Paraguay,PRY,AMRO,REPORTING,9/17/2021 0:00,4401222,2550991,61.706,35.766,1850231,25.941,2/22/2021 0:00,7,Sinovac - CoronaVac
Peru,PER,AMRO,REPORTING,9/17/2021 0:00,22778732,13611549,69.085,41.282,9167183,27.803,2/9/2021 0:00,4,AstraZeneca - Vaxzevria
Peru,PER,AMRO,REPORTING,9/17/2021 0:00,22778732,13611549,69.085,41.282,9167183,27.803,2/9/2021 0:00,4,Beijing CNBG - BBIBP-CorV
Peru,PER,AMRO,REPORTING,9/17/2021 0:00,22778732,13611549,69.085,41.282,9167183,27.803,2/9/2021 0:00,4,Pfizer BioNTech - Comirnaty
Peru,PER,AMRO,REPORTING,9/17/2021 0:00,22778732,13611549,69.085,41.282,9167183,27.803,2/9/2021 0:00,4,Wuhan CNBG - Inactivated
Pitcairn Islands,PCN,WPRO,REPORTING,7/22/2021 0:00,73,37,146,74,36,72,5/17/2021 0:00,1,AstraZeneca - Vaxzevria
Poland,POL,EURO,OWID,9/21/2021 0:00,37007048,19675679,97.494,51.835,19278324,50.788,,4,Janssen - Ad26.COV 2.5
Poland,POL,EURO,OWID,9/21/2021 0:00,37007048,19675679,97.494,51.835,19278324,50.788,,4,Moderna - mRNA-1273
Poland,POL,EURO,OWID,9/21/2021 0:00,37007048,19675679,97.494,51.835,19278324,50.788,,4,AstraZeneca - AZD1222
Poland,POL,EURO,OWID,9/21/2021 0:00,37007048,19675679,97.494,51.835,19278324,50.788,,4,Pfizer BioNTech - Comirnaty
Portugal,PRT,EURO,OWID,9/21/2021 0:00,15843836,8899821,153.885,86.44,8560589,83.146,,4,Janssen - Ad26.COV 2.5
Portugal,PRT,EURO,OWID,9/21/2021 0:00,15843836,8899821,153.885,86.44,8560589,83.146,,4,Moderna - mRNA-1273
Portugal,PRT,EURO,OWID,9/21/2021 0:00,15843836,8899821,153.885,86.44,8560589,83.146,,4,AstraZeneca - AZD1222
Portugal,PRT,EURO,OWID,9/21/2021 0:00,15843836,8899821,153.885,86.44,8560589,83.146,,4,Pfizer BioNTech - Comirnaty
Puerto Rico,PRI,AMRO,REPORTING,9/17/2021 0:00,4508079,2483873,157.578,86.823,2153540,75.276,,3,Janssen - Ad26.COV 2.5
Puerto Rico,PRI,AMRO,REPORTING,9/17/2021 0:00,4508079,2483873,157.578,86.823,2153540,75.276,,3,Moderna - mRNA-1273
Puerto Rico,PRI,AMRO,REPORTING,9/17/2021 0:00,4508079,2483873,157.578,86.823,2153540,75.276,,3,Pfizer BioNTech - Comirnaty
Qatar,QAT,EMRO,REPORTING,9/21/2021 0:00,4671615,2134729,162.15,74.095,1816789,63.06,12/23/2020 0:00,4,AstraZeneca - Vaxzevria
Qatar,QAT,EMRO,REPORTING,9/21/2021 0:00,4671615,2134729,162.15,74.095,1816789,63.06,12/23/2020 0:00,4,Janssen - Ad26.COV 2.5
Qatar,QAT,EMRO,REPORTING,9/21/2021 0:00,4671615,2134729,162.15,74.095,1816789,63.06,12/23/2020 0:00,4,Moderna - mRNA-1273
Qatar,QAT,EMRO,REPORTING,9/21/2021 0:00,4671615,2134729,162.15,74.095,1816789,63.06,12/23/2020 0:00,4,Pfizer BioNTech - Comirnaty
Republic of Korea,KOR,WPRO,REPORTING,9/13/2021 0:00,51832703,33130333,101.099,64.62,20036176,39.08,2/26/2021 0:00,5,AstraZeneca - Vaxzevria
Republic of Korea,KOR,WPRO,REPORTING,9/13/2021 0:00,51832703,33130333,101.099,64.62,20036176,39.08,2/26/2021 0:00,5,Janssen - Ad26.COV 2.5
Republic of Korea,KOR,WPRO,REPORTING,9/13/2021 0:00,51832703,33130333,101.099,64.62,20036176,39.08,2/26/2021 0:00,5,Moderna - mRNA-1273
Republic of Korea,KOR,WPRO,REPORTING,9/13/2021 0:00,51832703,33130333,101.099,64.62,20036176,39.08,2/26/2021 0:00,5,Novavax - Covavax
Republic of Korea,KOR,WPRO,REPORTING,9/13/2021 0:00,51832703,33130333,101.099,64.62,20036176,39.08,2/26/2021 0:00,5,Pfizer BioNTech - Comirnaty
Republic of Moldova,MDA,EURO,OWID,9/21/2021 0:00,1372335,,34.02,,762106,18.892,,5,Janssen - Ad26.COV 2.5
Republic of Moldova,MDA,EURO,OWID,9/21/2021 0:00,1372335,,34.02,,762106,18.892,,5,AstraZeneca - AZD1222
Republic of Moldova,MDA,EURO,OWID,9/21/2021 0:00,1372335,,34.02,,762106,18.892,,5,Pfizer BioNTech - Comirnaty
Republic of Moldova,MDA,EURO,OWID,9/21/2021 0:00,1372335,,34.02,,762106,18.892,,5,Beijing CNBG - Inactivated
Republic of Moldova,MDA,EURO,OWID,9/21/2021 0:00,1372335,,34.02,,762106,18.892,,5,Gamaleya - Sputnik V
Romania,ROU,EURO,OWID,9/21/2021 0:00,9971012,5392754,51.586,27.9,5275397,27.293,,4,Janssen - Ad26.COV 2.5
Romania,ROU,EURO,OWID,9/21/2021 0:00,9971012,5392754,51.586,27.9,5275397,27.293,,4,Moderna - mRNA-1273
Romania,ROU,EURO,OWID,9/21/2021 0:00,9971012,5392754,51.586,27.9,5275397,27.293,,4,AstraZeneca - AZD1222
Romania,ROU,EURO,OWID,9/21/2021 0:00,9971012,5392754,51.586,27.9,5275397,27.293,,4,Pfizer BioNTech - Comirnaty
Russian Federation,RUS,EURO,OWID,9/21/2021 0:00,88138610,47092891,60.396,32.27,41045719,28.126,,2,SRCVB - EpiVacCorona
Russian Federation,RUS,EURO,OWID,9/21/2021 0:00,88138610,47092891,60.396,32.27,41045719,28.126,,2,Gamaleya - Sputnik V
Rwanda,RWA,AFRO,REPORTING,9/19/2021 0:00,3340448,1897593,25.791,14.651,1416794,10.939,2/14/2021 0:00,3,Moderna - mRNA-1273
Rwanda,RWA,AFRO,REPORTING,9/19/2021 0:00,3340448,1897593,25.791,14.651,1416794,10.939,2/14/2021 0:00,3,Pfizer BioNTech - Comirnaty
Rwanda,RWA,AFRO,REPORTING,9/19/2021 0:00,3340448,1897593,25.791,14.651,1416794,10.939,2/14/2021 0:00,3,SII - Covishield
Saint Helena,SHN,AFRO,OWID,5/5/2021 0:00,7892,4361,129.995,71.833,3531,58.162,,1,AstraZeneca - AZD1222
Saint Kitts and Nevis,KNA,AMRO,REPORTING,9/17/2021 0:00,46884,24968,88.141,46.939,21916,41.202,2/22/2021 0:00,3,AstraZeneca - Vaxzevria
Saint Kitts and Nevis,KNA,AMRO,REPORTING,9/17/2021 0:00,46884,24968,88.141,46.939,21916,41.202,2/22/2021 0:00,3,Pfizer BioNTech - Comirnaty
Saint Kitts and Nevis,KNA,AMRO,REPORTING,9/17/2021 0:00,46884,24968,88.141,46.939,21916,41.202,2/22/2021 0:00,3,SII - Covishield
Saint Lucia,LCA,AMRO,REPORTING,9/17/2021 0:00,71517,42594,38.947,23.196,28923,15.751,2/17/2021 0:00,3,AstraZeneca - Vaxzevria
Saint Lucia,LCA,AMRO,REPORTING,9/17/2021 0:00,71517,42594,38.947,23.196,28923,15.751,2/17/2021 0:00,3,Pfizer BioNTech - Comirnaty
Saint Lucia,LCA,AMRO,REPORTING,9/17/2021 0:00,71517,42594,38.947,23.196,28923,15.751,2/17/2021 0:00,3,SII - Covishield
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,9/17/2021 0:00,32626,19722,29.409,17.777,12904,11.632,2/1/2021 0:00,4,AstraZeneca - Vaxzevria
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,9/17/2021 0:00,32626,19722,29.409,17.777,12904,11.632,2/1/2021 0:00,4,Gamaleya - Sputnik V
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,9/17/2021 0:00,32626,19722,29.409,17.777,12904,11.632,2/1/2021 0:00,4,Pfizer BioNTech - Comirnaty
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,9/17/2021 0:00,32626,19722,29.409,17.777,12904,11.632,2/1/2021 0:00,4,SII - Covishield
Samoa,WSM,WPRO,REPORTING,9/10/2021 0:00,142216,96865,71.676,48.82,45351,22.857,4/18/2021 0:00,1,AstraZeneca - Vaxzevria
San Marino,SMR,EURO,OWID,9/21/2021 0:00,47082,24421,138.729,71.958,24421,71.958,,2,Pfizer BioNTech - Comirnaty
San Marino,SMR,EURO,OWID,9/21/2021 0:00,47082,24421,138.729,71.958,24421,71.958,,2,Gamaleya - Sputnik V
Sao Tome and Principe,STP,AFRO,REPORTING,9/21/2021 0:00,73223,55036,33.411,25.112,18187,8.299,3/15/2021 0:00,2,AstraZeneca - Vaxzevria
